chavematricula;codmatricula;ra;codcurso;serie;coddisciplina;sigladisciplina;notan1;notan2;notaaps
09770LPEDN1A;1247LPEDN1A;116509;124;7;1062;507_081_TCC;4.00;5.00;9.65
09771LPEDN1A;1247LPEDN1A;116509;124;7;1063;507_081_PPI;3.5;3.00;6.00
09772BADMN1A;1203BADMN1A;116514;120;3;515;103_092_CO;5.25;8.5;5.00
09773BADMN1A;1203BADMN1A;116514;120;3;516;103_092_E;7.5;8.5;7.00
09774BADMN1A;1203BADMN1A;116514;120;3;517;103_092_LT;2.00;10.00;5.00
09775BADMN1A;1203BADMN1A;116514;120;3;518;103_092_M;8.00;10.00;8.50
09776BADMN1A;1203BADMN1A;116514;120;3;519;103_092_PPI;8.00;1.00;0.50
09777BADMN1A;1203BADMN1A;116514;120;3;520;103_092_SO;2.00;5.00;6.00
09778BMATN1A;1234BMATN1A;116515;123;4;1226;1261226ES2;10.00;8.5;8.50
09779LCCPN2A;1215LCCPN2A;116518;121;5;645;205_092_AA;2.00;1.00;6.00
09780LCCPN2A;1215LCCPN2A;116518;121;5;646;205_092_BD;1.00;3.00;10.00
09781LCCPN2A;1215LCCPN2A;116518;121;5;647;205_092_ES;7.5;7.00;1.00
09782LCCPN2A;1215LCCPN2A;116518;121;5;648;205_092_ITG;8.00;7.00;7.00
09783LCCPN2A;1215LCCPN2A;116518;121;5;649;205_092_PPI;0.00;6.00;8.50
09784BMATN1A;1235BMATN1A;116519;123;5;1244;1261244LIB;4.00;2.00;5.00
09785LMATN1A;1237LMATN1A;116541;123;7;1217;1261217ASE;5.25;9.65;3.00
09786LREDM2A;1322LREDM2A;116547;132;2;1079;821B_092_101_CR;6.00;9.65;7.00
09787LREDM2A;1322LREDM2A;116547;132;2;1080;821B_092_101_FIE;4.00;3.00;9.65
09788LREDM2A;1322LREDM2A;116547;132;2;1081;821B_092_101_FSO;6.00;2.00;0.50
09789LREDM2A;1322LREDM2A;116547;132;2;1082;821B_092_101_ICSO;4.00;10.00;3.00
09790LREDM2A;1322LREDM2A;116547;132;2;1083;821B_092_101_PPI;1.00;7.00;4.75
09791LPEDN1A;1246LPEDN1A;116564;124;6;1047;506_081_AA;4.00;3.00;6.00
09792LPEDN1A;1246LPEDN1A;116564;124;6;1048;506_081_MEC;3.5;4.75;6.00
09793LPEDN1A;1246LPEDN1A;116564;124;6;1049;506_081_MEG;7.5;8.5;2.00
09794LPEDN1A;1246LPEDN1A;116564;124;6;1050;506_081_MEM;5.25;7.00;1.00
09795LPEDN1A;1246LPEDN1A;116564;124;6;1051;506_081_TCC;6.00;8.5;3.00
09796LPEDN1A;1246LPEDN1A;116564;124;6;1052;506_081_PPI;2.00;9.65;9.65
09797LADMN2A;1203LADMN2A;116567;120;3;515;103_092_CO;6.00;6.00;5.00
09798LADMN2A;1203LADMN2A;116567;120;3;516;103_092_E;9.00;8.5;1.00
09799LADMN2A;1203LADMN2A;116567;120;3;517;103_092_LT;9.00;8.5;6.00
09800LADMN2A;1203LADMN2A;116567;120;3;518;103_092_M;2.00;6.00;0.50
09801LADMN2A;1203LADMN2A;116567;120;3;519;103_092_PPI;9.00;1.00;2.00
09802LADMN2A;1203LADMN2A;116567;120;3;520;103_092_SO;1.00;8.5;6.00
09803BBLCM1A;1291BBLCM1A;116569;129;1;1168;701_092_AP;1.00;3.00;8.50
09804BBLCM1A;1291BBLCM1A;116569;129;1;1169;701_092_IB;8.00;5.00;0.50
09805BBLCM1A;1291BBLCM1A;116569;129;1;1170;701_092_LP;5.25;2.00;3.00
09806BBLCM1A;1291BBLCM1A;116569;129;1;1171;701_092_M;2.00;6.00;6.00
09807BBLCM1A;1291BBLCM1A;116569;129;1;1172;701_092_PPI;0.00;6.00;10.00
09808LMATN1A;1238LMATN1A;116570;123;8;1225;1261225ES1;3.5;6.00;0.50
09809BMATN1A;1237BMATN1A;116572;123;7;1218;1261218ATC;1.00;4.75;3.00
09810LADMN1A;1202LADMN1A;116579;120;2;505;102_092_CG;1.00;10.00;6.00
09811LADMN1A;1202LADMN1A;116579;120;2;506;102_092_LP;4.00;7.00;7.00
09812LADMN1A;1202LADMN1A;116579;120;2;507;102_092_M;3.5;7.00;8.50
09813LADMN1A;1202LADMN1A;116579;120;2;508;102_092_PPI;8.00;5.00;3.00
09814LADMN1A;1202LADMN1A;116579;120;2;509;102_092_TGA;1.00;2.00;6.00
09815BMATM2A;1231BMATM2A;116582;123;1;1220;1261220CÁA;10.00;2.00;2.00
09816LMATN2A;1234LMATN2A;116603;123;4;1241;1261241INT;0.00;3.00;1.00
09817BBDIM2A;1281BBDIM2A;116606;128;1;1168;701_092_AP;6.00;6.00;3.00
09818BBDIM2A;1281BBDIM2A;116606;128;1;1169;701_092_IB;5.25;3.00;3.00
09819BBDIM2A;1281BBDIM2A;116606;128;1;1170;701_092_LP;0.00;1.00;10.00
09820BBDIM2A;1281BBDIM2A;116606;128;1;1171;701_092_M;8.00;4.75;6.00
09821BBDIM2A;1281BBDIM2A;116606;128;1;1172;701_092_PPI;3.5;6.00;10.00
09822BJGDN1A;1311BJGDN1A;116608;131;1;1168;701_092_AP;6.00;5.00;3.00
09823BJGDN1A;1311BJGDN1A;116608;131;1;1169;701_092_IB;10.00;7.00;7.00
09824BJGDN1A;1311BJGDN1A;116608;131;1;1170;701_092_LP;5.25;3.00;5.00
09825BJGDN1A;1311BJGDN1A;116608;131;1;1171;701_092_M;0.00;3.00;0.50
09826BJGDN1A;1311BJGDN1A;116608;131;1;1172;701_092_PPI;7.5;2.00;7.00
09827LADMM1A;1203LADMM1A;116613;120;3;515;103_092_CO;1.00;8.5;0.50
09828LADMM1A;1203LADMM1A;116613;120;3;516;103_092_E;3.5;5.00;2.00
09829LADMM1A;1203LADMM1A;116613;120;3;517;103_092_LT;9.00;8.5;1.00
09830LADMM1A;1203LADMM1A;116613;120;3;518;103_092_M;10.00;3.00;0.50
09831LADMM1A;1203LADMM1A;116613;120;3;519;103_092_PPI;3.5;8.5;0.50
09832LADMM1A;1203LADMM1A;116613;120;3;520;103_092_SO;8.00;4.75;4.75
09833BMATN2A;1238BMATN2A;116622;123;8;1248;1261248MED;5.25;5.00;4.75
09834LADSN1A;1261LADSN1A;116631;126;1;1168;701_092_AP;3.5;4.75;10.00
09835LADSN1A;1261LADSN1A;116631;126;1;1169;701_092_IB;3.5;8.5;3.00
09836LADSN1A;1261LADSN1A;116631;126;1;1170;701_092_LP;5.25;2.00;3.00
09837LADSN1A;1261LADSN1A;116631;126;1;1171;701_092_M;8.00;5.00;8.50
09838LADSN1A;1261LADSN1A;116631;126;1;1172;701_092_PPI;7.5;8.5;8.50
09839LADMN2A;1202LADMN2A;116636;120;2;505;102_092_CG;6.00;4.75;3.00
09840LADMN2A;1202LADMN2A;116636;120;2;506;102_092_LP;4.00;10.00;0.50
09841LADMN2A;1202LADMN2A;116636;120;2;507;102_092_M;8.00;5.00;3.00
09842LADMN2A;1202LADMN2A;116636;120;2;508;102_092_PPI;1.00;7.00;7.00
09843LADMN2A;1202LADMN2A;116636;120;2;509;102_092_TGA;8.00;7.00;1.00
09844LADMM1A;1202LADMM1A;116654;120;2;505;102_092_CG;7.5;8.5;2.00
09845LADMM1A;1202LADMM1A;116654;120;2;506;102_092_LP;7.5;9.65;2.00
09846LADMM1A;1202LADMM1A;116654;120;2;507;102_092_M;8.00;6.00;3.00
09847LADMM1A;1202LADMM1A;116654;120;2;508;102_092_PPI;6.00;7.00;0.50
09848LADMM1A;1202LADMM1A;116654;120;2;509;102_092_TGA;3.5;10.00;8.50
09849LADMM1A;1203LADMM1A;116664;120;3;515;103_092_CO;10.00;5.00;4.75
09850LADMM1A;1203LADMM1A;116664;120;3;516;103_092_E;5.25;6.00;5.00
09851LADMM1A;1203LADMM1A;116664;120;3;517;103_092_LT;7.5;4.75;1.00
09852LADMM1A;1203LADMM1A;116664;120;3;518;103_092_M;2.00;7.00;2.00
09853LADMM1A;1203LADMM1A;116664;120;3;519;103_092_PPI;7.5;1.00;2.00
09854LADMM1A;1203LADMM1A;116664;120;3;520;103_092_SO;10.00;10.00;5.00
09855LMATM1A;1238LMATM1A;116667;123;8;1218;1261218ATC;4.00;2.00;1.00
09856LADMN2A;1206LADMN2A;116668;120;6;532;106_081_FC;1.00;5.00;4.75
09857LADMN2A;1206LADMN2A;116668;120;6;538;106_081_GPE;1.00;1.00;10.00
09858LADMN2A;1206LADMN2A;116668;120;6;534;106_081_LE;5.25;6.00;8.50
09859LADMN2A;1206LADMN2A;116668;120;6;535;106_081_M;6.00;2.00;10.00
09860LADMN2A;1206LADMN2A;116668;120;6;536;106_081_MF;3.5;3.00;1.00
09861LADMN2A;1206LADMN2A;116668;120;6;539;106_081_PPIN;5.25;1.00;9.65
09862LCCTN1A;1226LCCTN1A;116673;122;6;687;306_081_ASI;7.5;9.65;0.50
09863LCCTN1A;1226LCCTN1A;116673;122;6;688;306_081_ADC;7.5;6.00;4.75
09864LCCTN1A;1226LCCTN1A;116673;122;6;689;306_081_CSE;6.00;5.00;7.00
09865LCCTN1A;1226LCCTN1A;116673;122;6;690;306_081_CG;9.00;2.00;3.00
09866LCCTN1A;1226LCCTN1A;116673;122;6;691;306_081_PPI;0.00;6.00;8.50
09867LCCTN1A;1226LCCTN1A;116673;122;6;687;306_081_ASI;7.5;7.00;8.50
09868LCCTN1A;1226LCCTN1A;116673;122;6;688;306_081_ADC;6.00;6.00;0.50
09869LCCTN1A;1226LCCTN1A;116673;122;6;689;306_081_CSE;10.00;6.00;9.65
09870LCCTN1A;1226LCCTN1A;116673;122;6;690;306_081_CG;10.00;7.00;2.00
09871LCCTN1A;1226LCCTN1A;116673;122;6;691;306_081_PPI;9.00;2.00;4.75
09872LMATM1A;1237LMATM1A;116676;123;7;1222;1261222DID;0.00;10.00;8.50
09873BPEDN2A;1244BPEDN2A;116678;124;4;1037;504_081_CP;6.00;8.5;9.65
09874BPEDN2A;1244BPEDN2A;116678;124;4;1038;504_081_EJA;4.00;3.00;10.00
09875BPEDN2A;1244BPEDN2A;116678;124;4;1039;504_081_EFEB;4.00;5.00;3.00
09876BPEDN2A;1244BPEDN2A;116678;124;4;1040;504_081_GE;4.00;8.5;8.50
09877BPEDN2A;1244BPEDN2A;116678;124;4;1041;504_081_PPI;3.5;4.75;1.00
09878LMATN2A;1233LMATN2A;116695;123;3;1246;1261246MEC;6.00;4.75;7.00
09879LADMN2A;1205LADMN2A;116697;120;5;527;105_081_EGPR;2.00;4.75;7.00
09880LADMN2A;1205LADMN2A;116697;120;5;528;105_081_GTI;6.00;5.00;4.75
09881LADMN2A;1205LADMN2A;116697;120;5;529;105_081_GP;10.00;5.00;4.75
09882LADMN2A;1205LADMN2A;116697;120;5;530;105_081_PO;4.00;5.00;7.00
09883LADMN2A;1205LADMN2A;116697;120;5;531;105_081_PPIN;10.00;7.00;10.00
09884LSISN2A;1256LSISN2A;116708;125;6;1196;706_092_FC;6.00;6.00;9.65
09885LSISN2A;1256LSISN2A;116708;125;6;1197;706_092_FE;4.00;6.00;5.00
09886LSISN2A;1256LSISN2A;116708;125;6;1198;706_092_PPI;2.00;3.00;10.00
09887LSISN2A;1256LSISN2A;116708;125;6;1199;706_092_RCO;9.00;6.00;4.75
09888LSISN2A;1256LSISN2A;116708;125;6;1200;706_092_SOP;2.00;3.00;6.00
09889LSISN2A;1256LSISN2A;116708;125;6;1201;706_092_USI;2.00;6.00;5.00
09890LMATM2A;1235LMATM2A;116709;123;5;1231;1261231FDV;4.00;5.00;10.00
09891LPEDN1A;1243LPEDN1A;116712;124;3;1031;503_092_EI;5.25;2.00;7.00
09892LPEDN1A;1243LPEDN1A;116712;124;3;1032;503_092_LI;5.25;3.00;2.00
09893LPEDN1A;1243LPEDN1A;116712;124;3;1033;503_092_PE;3.5;2.00;8.50
09894LPEDN1A;1243LPEDN1A;116712;124;3;1034;503_092_PPI;5.25;9.65;7.00
09895LPEDN1A;1243LPEDN1A;116712;124;3;1035;503_092_PD;2.00;7.00;8.50
09896LPEDN1A;1243LPEDN1A;116712;124;3;1036;503_092_TE;8.00;5.00;2.00
09897LADMN2A;1206LADMN2A;116717;120;6;532;106_081_FC;8.00;3.00;7.00
09898LADMN2A;1206LADMN2A;116717;120;6;538;106_081_GPE;10.00;8.5;4.75
09899LADMN2A;1206LADMN2A;116717;120;6;534;106_081_LE;0.00;1.00;0.50
09900LADMN2A;1206LADMN2A;116717;120;6;535;106_081_M;7.5;1.00;6.00
09901LADMN2A;1206LADMN2A;116717;120;6;536;106_081_MF;10.00;3.00;8.50
09902LADMN2A;1206LADMN2A;116717;120;6;539;106_081_PPIN;10.00;10.00;8.50
09903BJGDN1A;1311BJGDN1A;116719;131;1;1168;701_092_AP;0.00;6.00;0.50
09904BJGDN1A;1311BJGDN1A;116719;131;1;1169;701_092_IB;1.00;3.00;2.00
09905BJGDN1A;1311BJGDN1A;116719;131;1;1170;701_092_LP;4.00;7.00;6.00
09906BJGDN1A;1311BJGDN1A;116719;131;1;1171;701_092_M;7.5;8.5;5.00
09907BJGDN1A;1311BJGDN1A;116719;131;1;1172;701_092_PPI;3.5;8.5;7.00
09908BADMN1A;1203BADMN1A;116733;120;3;515;103_092_CO;5.25;8.5;0.50
09909BADMN1A;1203BADMN1A;116733;120;3;516;103_092_E;1.00;1.00;0.50
09910BADMN1A;1203BADMN1A;116733;120;3;517;103_092_LT;0.00;2.00;10.00
09911BADMN1A;1203BADMN1A;116733;120;3;518;103_092_M;8.00;2.00;8.50
09912BADMN1A;1203BADMN1A;116733;120;3;519;103_092_PPI;4.00;5.00;8.50
09913BADMN1A;1203BADMN1A;116733;120;3;520;103_092_SO;7.5;3.00;2.00
09914BMATN1A;1236BMATN1A;116748;123;6;1225;1261225ES1;10.00;4.75;10.00
09915LPEDM2A;1243LPEDM2A;116749;124;3;1031;503_092_EI;8.00;5.00;0.50
09916LPEDM2A;1243LPEDM2A;116749;124;3;1032;503_092_LI;8.00;5.00;6.00
09917LPEDM2A;1243LPEDM2A;116749;124;3;1033;503_092_PE;0.00;10.00;10.00
09918LPEDM2A;1243LPEDM2A;116749;124;3;1034;503_092_PPI;8.00;1.00;0.50
09919LPEDM2A;1243LPEDM2A;116749;124;3;1035;503_092_PD;10.00;7.00;7.00
09920LPEDM2A;1243LPEDM2A;116749;124;3;1036;503_092_TE;0.00;5.00;0.50
09921BPEDN2A;1242BPEDN2A;116757;124;2;1019;502_092_FE;8.00;7.00;4.75
09922BPEDN2A;1242BPEDN2A;116757;124;2;1020;502_092_LP;4.00;5.00;1.00
09923BPEDN2A;1242BPEDN2A;116757;124;2;1021;502_092_PEN;10.00;5.00;4.75
09924BPEDN2A;1242BPEDN2A;116757;124;2;1022;502_092_PPI;7.5;10.00;2.00
09925BPEDN2A;1242BPEDN2A;116757;124;2;1023;502_092_PE;0.00;4.75;3.00
09926BPEDN2A;1242BPEDN2A;116757;124;2;1024;502_092_TE;8.00;7.00;2.00
09927LMATM1A;1237LMATM1A;116764;123;7;1222;1261222DID;1.00;7.00;3.00
09928LMATM1A;1237LMATM1A;116766;123;7;1222;1261222DID;9.00;10.00;0.50
09929BMATM2A;1234BMATM2A;116776;123;4;1217;1261217ASE;4.00;5.00;5.00
09930LMATM2A;1238LMATM2A;116780;123;8;1226;1261226ES2;9.00;9.65;9.65
09931LPEDM1A;1244LPEDM1A;116789;124;4;1037;504_081_CP;2.00;8.5;1.00
09932LPEDM1A;1244LPEDM1A;116789;124;4;1038;504_081_EJA;10.00;5.00;2.00
09933LPEDM1A;1244LPEDM1A;116789;124;4;1039;504_081_EFEB;4.00;6.00;0.50
09934LPEDM1A;1244LPEDM1A;116789;124;4;1040;504_081_GE;9.00;3.00;7.00
09935LPEDM1A;1244LPEDM1A;116789;124;4;1041;504_081_PPI;7.5;10.00;7.00
09936LCCPM1A;1213LCCPM1A;116798;121;3;634;203_092_E;10.00;6.00;10.00
09937LCCPM1A;1213LCCPM1A;116798;121;3;635;203_092_ED;1.00;1.00;2.00
09938LCCPM1A;1213LCCPM1A;116798;121;3;636;203_092_LP;5.25;4.75;1.00
09939LCCPM1A;1213LCCPM1A;116798;121;3;637;203_092_MC;0.00;6.00;8.50
09940LCCPM1A;1213LCCPM1A;116798;121;3;638;203_092_PPI;7.5;9.65;0.50
09941BADMN2A;1205BADMN2A;116803;120;5;527;105_081_EGPR;1.00;6.00;3.00
09942BADMN2A;1205BADMN2A;116803;120;5;528;105_081_GTI;3.5;8.5;8.50
09943BADMN2A;1205BADMN2A;116803;120;5;529;105_081_GP;10.00;7.00;0.50
09944BADMN2A;1205BADMN2A;116803;120;5;530;105_081_PO;7.5;5.00;7.00
09945BADMN2A;1205BADMN2A;116803;120;5;531;105_081_PPIN;1.00;6.00;8.50
09946BSISM1A;1252BSISM1A;116807;125;2;1173;702_092_AP;2.00;10.00;1.00
09947BSISM1A;1252BSISM1A;116807;125;2;1174;702_092_FA;7.5;1.00;1.00
09948BSISM1A;1252BSISM1A;116807;125;2;1175;702_092_FSI;6.00;4.75;10.00
09949BSISM1A;1252BSISM1A;116807;125;2;1176;702_092_LP;3.5;5.00;7.00
09950BSISM1A;1252BSISM1A;116807;125;2;1177;702_092_M;5.25;2.00;2.00
09951BSISM1A;1252BSISM1A;116807;125;2;1178;702_092_PPI;8.00;6.00;9.65
09952BPEDM1A;1242BPEDM1A;116808;124;2;1019;502_092_FE;10.00;3.00;4.75
09953BPEDM1A;1242BPEDM1A;116808;124;2;1020;502_092_LP;4.00;4.75;0.50
09954BPEDM1A;1242BPEDM1A;116808;124;2;1021;502_092_PEN;3.5;6.00;2.00
09955BPEDM1A;1242BPEDM1A;116808;124;2;1022;502_092_PPI;7.5;2.00;9.65
09956BPEDM1A;1242BPEDM1A;116808;124;2;1023;502_092_PE;4.00;4.75;6.00
09957BPEDM1A;1242BPEDM1A;116808;124;2;1024;502_092_TE;6.00;8.5;1.00
09958LMATM2A;1231LMATM2A;116818;123;1;1231;1261231FDV;8.00;3.00;8.50
09959BMATM1A;1232BMATM1A;116823;123;2;1254;1261254TRI;4.00;6.00;1.00
09960LICCN1A;1301LICCN1A;116842;130;1;1168;701_092_AP;0.00;6.00;8.50
09961LICCN1A;1301LICCN1A;116842;130;1;1169;701_092_IB;7.5;10.00;9.65
09962LICCN1A;1301LICCN1A;116842;130;1;1170;701_092_LP;4.00;5.00;3.00
09963LICCN1A;1301LICCN1A;116842;130;1;1171;701_092_M;0.00;9.65;0.50
09964LICCN1A;1301LICCN1A;116842;130;1;1172;701_092_PPI;5.25;8.5;5.00
09965LCCTN1A;1224LCCTN1A;116857;122;4;676;304_081_CPO;2.00;6.00;0.50
09966LCCTN1A;1224LCCTN1A;116857;122;4;677;304_081_E;9.00;1.00;6.00
09967LCCTN1A;1224LCCTN1A;116857;122;4;678;304_081_FE;8.00;10.00;1.00
09968LCCTN1A;1224LCCTN1A;116857;122;4;679;304_081_LT;7.5;10.00;5.00
09969LCCTN1A;1224LCCTN1A;116857;122;4;680;304_081_PPI;10.00;10.00;5.00
09970LCCTN1A;1224LCCTN1A;116857;122;4;681;304_081_PO;8.00;8.5;3.00
09971LCCPM1A;1212LCCPM1A;116867;121;2;629;202_092_AP;10.00;9.65;7.00
09972LCCPM1A;1212LCCPM1A;116867;121;2;630;202_092_FCC;10.00;9.65;1.00
09973LCCPM1A;1212LCCPM1A;116867;121;2;631;202_092_LP;9.00;8.5;2.00
09974LCCPM1A;1212LCCPM1A;116867;121;2;632;202_092_MC;6.00;9.65;3.00
09975LCCPM1A;1212LCCPM1A;116867;121;2;633;202_092_PPI;10.00;10.00;10.00
09976BMATN2A;1232BMATN2A;116874;123;2;1252;1261252PDE;3.5;9.65;3.00
09977BMATN1A;1231BMATN1A;116881;123;1;1225;1261225ES1;1.00;1.00;2.00
09978LCCTN1A;1224LCCTN1A;116887;122;4;676;304_081_CPO;0.00;3.00;4.75
09979LCCTN1A;1224LCCTN1A;116887;122;4;677;304_081_E;2.00;5.00;9.65
09980LCCTN1A;1224LCCTN1A;116887;122;4;678;304_081_FE;3.5;8.5;0.50
09981LCCTN1A;1224LCCTN1A;116887;122;4;679;304_081_LT;4.00;2.00;0.50
09982LCCTN1A;1224LCCTN1A;116887;122;4;680;304_081_PPI;0.00;6.00;8.50
09983LCCTN1A;1224LCCTN1A;116887;122;4;681;304_081_PO;6.00;5.00;9.65
09984LPEDM1A;1242LPEDM1A;116889;124;2;1019;502_092_FE;10.00;8.5;10.00
09985LPEDM1A;1242LPEDM1A;116889;124;2;1020;502_092_LP;4.00;3.00;9.65
09986LPEDM1A;1242LPEDM1A;116889;124;2;1021;502_092_PEN;7.5;5.00;7.00
09987LPEDM1A;1242LPEDM1A;116889;124;2;1022;502_092_PPI;5.25;7.00;8.50
09988LPEDM1A;1242LPEDM1A;116889;124;2;1023;502_092_PE;2.00;9.65;2.00
09989LPEDM1A;1242LPEDM1A;116889;124;2;1024;502_092_TE;5.25;10.00;1.00
09990LMATN1A;1238LMATN1A;116908;123;8;1225;1261225ES1;0.00;8.5;10.00
09991LMATM1A;1237LMATM1A;116911;123;7;1222;1261222DID;2.00;10.00;3.00
09992BMATM1A;1232BMATM1A;116914;123;2;1254;1261254TRI;4.00;1.00;6.00
09993LMATN2A;1238LMATN2A;116926;123;8;1231;1261231FDV;7.5;10.00;7.00
09994BADMM1A;1202BADMM1A;116948;120;2;505;102_092_CG;10.00;5.00;6.00
09995BADMM1A;1202BADMM1A;116948;120;2;506;102_092_LP;4.00;6.00;6.00
09996BADMM1A;1202BADMM1A;116948;120;2;507;102_092_M;6.00;4.75;8.50
09997BADMM1A;1202BADMM1A;116948;120;2;508;102_092_PPI;5.25;8.5;6.00
09998BADMM1A;1202BADMM1A;116948;120;2;509;102_092_TGA;0.00;2.00;1.00
09999BADMM1A;1202BADMM1A;116950;120;2;505;102_092_CG;10.00;3.00;6.00
10000BADMM1A;1202BADMM1A;116950;120;2;506;102_092_LP;7.5;1.00;3.00
10001BADMM1A;1202BADMM1A;116950;120;2;507;102_092_M;0.00;10.00;0.50
10002BADMM1A;1202BADMM1A;116950;120;2;508;102_092_PPI;3.5;8.5;7.00
10003BADMM1A;1202BADMM1A;116950;120;2;509;102_092_TGA;6.00;1.00;5.00
10004LREDN2A;1324LREDN2A;116960;132;4;1088;821D_092_PPI;5.25;7.00;9.65
10005LREDN2A;1324LREDN2A;116960;132;4;1089;821D_092_SIER;2.00;8.5;2.00
10006LREDN2A;1324LREDN2A;116960;132;4;1090;821D_092_TGMAD;8.00;2.00;1.00
10007LREDN2A;1324LREDN2A;116960;132;4;1091;821D_092_TRGIE;1.00;3.00;3.00
10008LMATM1A;1231LMATM1A;116972;123;1;1236;1261236GEV;8.00;4.75;9.65
10009LADMN2A;1208LADMN2A;116975;120;8;547;108_081_EC;5.25;8.5;0.50
10010LADMN2A;1208LADMN2A;116975;120;8;548;108_081_FC;7.5;10.00;3.00
10011LADMN2A;1208LADMN2A;116975;120;8;554;108_081_JE;3.5;3.00;5.00
10012LADMN2A;1208LADMN2A;116975;120;8;550;108_081_M;2.00;5.00;9.65
10013LADMN2A;1208LADMN2A;116975;120;8;555;108_081_PN;4.00;3.00;3.00
10014LADMN2A;1208LADMN2A;116975;120;8;553;108_081_TCC;7.5;2.00;6.00
10015LSISN2A;1251LSISN2A;116985;125;1;1168;701_092_AP;6.00;4.75;3.00
10016LSISN2A;1251LSISN2A;116985;125;1;1169;701_092_IB;2.00;8.5;10.00
10017LSISN2A;1251LSISN2A;116985;125;1;1170;701_092_LP;6.00;6.00;1.00
10018LSISN2A;1251LSISN2A;116985;125;1;1171;701_092_M;3.5;3.00;5.00
10019LSISN2A;1251LSISN2A;116985;125;1;1172;701_092_PPI;6.00;4.75;8.50
10020LADMM1A;1202LADMM1A;116991;120;2;505;102_092_CG;1.00;5.00;2.00
10021LADMM1A;1202LADMM1A;116991;120;2;506;102_092_LP;2.00;9.65;2.00
10022LADMM1A;1202LADMM1A;116991;120;2;507;102_092_M;1.00;4.75;5.00
10023LADMM1A;1202LADMM1A;116991;120;2;508;102_092_PPI;3.5;10.00;6.00
10024LADMM1A;1202LADMM1A;116991;120;2;509;102_092_TGA;8.00;6.00;0.50
10025BPEDN2A;1242BPEDN2A;116999;124;2;1019;502_092_FE;3.5;1.00;5.00
10026BPEDN2A;1242BPEDN2A;116999;124;2;1020;502_092_LP;7.5;7.00;9.65
10027BPEDN2A;1242BPEDN2A;116999;124;2;1021;502_092_PEN;1.00;8.5;10.00
10028BPEDN2A;1242BPEDN2A;116999;124;2;1022;502_092_PPI;10.00;10.00;2.00
10029BPEDN2A;1242BPEDN2A;116999;124;2;1023;502_092_PE;9.00;3.00;9.65
10030BPEDN2A;1242BPEDN2A;116999;124;2;1024;502_092_TE;8.00;2.00;3.00
10031LMATN2A;1238LMATN2A;117013;123;8;1231;1261231FDV;9.00;9.65;3.00
10032LADMN2A;1206LADMN2A;117022;120;6;532;106_081_FC;10.00;9.65;2.00
10033LADMN2A;1206LADMN2A;117022;120;6;538;106_081_GPE;4.00;3.00;7.00
10034LADMN2A;1206LADMN2A;117022;120;6;534;106_081_LE;3.5;7.00;9.65
10035LADMN2A;1206LADMN2A;117022;120;6;535;106_081_M;0.00;7.00;10.00
10036LADMN2A;1206LADMN2A;117022;120;6;536;106_081_MF;8.00;7.00;7.00
10037LADMN2A;1206LADMN2A;117022;120;6;539;106_081_PPIN;9.00;1.00;7.00
10038LPEDN1A;1244LPEDN1A;117033;124;4;1037;504_081_CP;0.00;5.00;8.50
10039LPEDN1A;1244LPEDN1A;117033;124;4;1038;504_081_EJA;7.5;6.00;10.00
10040LPEDN1A;1244LPEDN1A;117033;124;4;1039;504_081_EFEB;3.5;4.75;6.00
10041LPEDN1A;1244LPEDN1A;117033;124;4;1040;504_081_GE;1.00;1.00;9.65
10042LPEDN1A;1244LPEDN1A;117033;124;4;1041;504_081_PPI;0.00;7.00;8.50
10043LREDN2A;1322LREDN2A;117034;132;2;1079;821B_092_101_CR;4.00;7.00;9.65
10044LREDN2A;1322LREDN2A;117034;132;2;1080;821B_092_101_FIE;9.00;5.00;2.00
10045LREDN2A;1322LREDN2A;117034;132;2;1081;821B_092_101_FSO;4.00;4.75;4.75
10046LREDN2A;1322LREDN2A;117034;132;2;1082;821B_092_101_ICSO;3.5;1.00;1.00
10047LREDN2A;1322LREDN2A;117034;132;2;1083;821B_092_101_PPI;2.00;5.00;1.00
10048LMATN2A;1235LMATN2A;117035;123;5;1228;1261228ES4;9.00;9.65;9.65
10049BMATN1A;1232BMATN1A;117042;123;2;1215;1261215ACP;5.25;4.75;6.00
10050BLICN2A;1381BLICN2A;117045;138;1;1168;701_092_AP;7.5;7.00;6.00
10051BLICN2A;1381BLICN2A;117045;138;1;1169;701_092_IB;5.25;9.65;7.00
10052BLICN2A;1381BLICN2A;117045;138;1;1170;701_092_LP;7.5;2.00;10.00
10053BLICN2A;1381BLICN2A;117045;138;1;1171;701_092_M;8.00;5.00;7.00
10054BLICN2A;1381BLICN2A;117045;138;1;1172;701_092_PPI;10.00;4.75;2.00
10055LMATM1A;1233LMATM1A;117047;123;3;1213;1261213ALG;0.00;2.00;6.00
10056LMATN2A;1233LMATN2A;117049;123;3;1246;1261246MEC;1.00;1.00;2.00
10057LMATM1A;1237LMATM1A;117059;123;7;1222;1261222DID;5.25;9.65;1.00
10058BADMN1A;1204BADMN1A;117064;120;4;521;104_081_ADF;10.00;4.75;3.00
10059BADMN1A;1204BADMN1A;117064;120;4;522;104_081_CO;3.5;1.00;10.00
10060BADMN1A;1204BADMN1A;117064;120;4;523;104_081_DEM;3.5;7.00;3.00
10061BADMN1A;1204BADMN1A;117064;120;4;524;104_081_E;4.00;4.75;6.00
